ID|CITY|COUN|SUBJ|SEX|AGE|RELI|PRAC|FOCC|MOCC|FIEL|EMOT|WHEN|LONG|INTS|ERGO|TROPHO|TEMPER|EXPRES|MOVE|EXP1|EXP2|EXP10|PARAL|CON|EXPC|PLEA|PLAN|FAIR|CAUS|COPING|MORL|SELF|RELA|VERBAL|NEUTRO|Field1|Field3|Field2|MYKEY|SIT|STATE|
11088|1|1|88|2|30|0|2|2|6|1|3|4|4|4|2|0|0|1|0|0|0|1|2|1|1|3|3|3|3|5|3|0|1|0|0|anger|4|4|0110883|Con el comité de nombramientos de trabajo cuando el director a cargo explicó que un maestro era más adecuado para el puesto en particular. Tenía más años de servicio que el maestro de sexo masculino, pero esto no se tuvo en cuenta. Me podrían haber dado un trabajo menos atractivo si las cosas hubieran salido como quería el director.|1|
11088|1|1|88|2|30|0|2|2|6|1|4|2|4|4|0|1|0|3|0|0|0|0|1|2|1|3|2|0|0|1|0|0|3|0|1|sadness|4|4|0110884|La hija de 17 años de un colega está gravemente enferma de cáncer y tiene solo un año de vida. Me enteré hace 6 semanas.|1|
11088|1|1|88|2|30|0|2|2|6|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|disgust|0|0|0110885|[ Ninguna respuesta.]|1|
11088|1|1|88|2|30|0|2|2|6|1|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|shame|0|0|0110886|[ Ninguna respuesta.]|1|
11088|1|1|88|2|30|0|2|2|6|1|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|guilt|0|0|0110887|[ Ninguna respuesta.]|1|
21001|1|2|1|2|21|1|2|5|1|9|1|1|3|4|1|0|1|1|1|1|0|0|1|1|1|1|1|1|2|4|1|3|3|3|0|joy|3|4|0210011|Cuando un amigo cercano me recibió en la estación en medio de la noche, cuando regresé de un largo y agotador viaje.|1|
21001|1|2|1|2|21|1|2|5|1|9|2|3|3|4|3|0|1|2|0|0|1|0|1|1|2|3|0|3|1|1|0|1|0|0|1|fear|3|4|0210012|Habiéndose peleado con un novio, amenazó con dejarme.|1|
21001|1|2|1|2|21|1|2|5|1|9|3|2|1|3|1|0|2|1|1|0|0|0|2|1|2|3|3|3|2|5|0|1|1|3|0|anger|1|3|0210013|Alguien no se presentó a una reunión a pesar de haber aceptado venir.|1|
21001|1|2|1|2|21|1|2|5|1|9|4|3|4|4|0|1|0|2|0|0|1|0|0|1|2|3|0|0|0|1|0|0|0|0|2|sadness|4|4|0210014|Cuando comprendí que mi matrimonio se estaba desmoronando, decidimos estar legalmente separados.|1|
21001|1|2|1|2|21|1|2|5|1|9|5|3|4|4|0|1|1|0|0|0|0|0|0|1|2|3|0|0|0|1|3|0|0|1|1|disgust|4|4|0210015|En una reunión contra la pornografía, cuando se mostraron muestras de películas y revistas.|1|
21001|1|2|1|2|21|1|2|5|1|9|6|4|4|4|4|2|2|2|1|0|1|0|0|3|2|3|0|0|2|1|3|1|0|0|3|shame|4|4|0210016|Comentarios de otros niños sobre mi padre alcohólico.|1|
21001|1|2|1|2|21|1|2|5|1|9|7|2|4|3|2|0|2|1|1|0|0|0|0|3|3|3|0|1|1|3|1|1|1|0|0|guilt|4|3|0210017|Al no haber ayudado con los arreglos del 5 de marzo (Día de la Mujer), aunque anteriormente había prometido participar en el trabajo de Á.|1|
21002|1|2|2|1|25|1|2|6|4|9|1|4|4|1|0|0|1|1|0|1|0|0|0|3|2|1|1|0|0|0|0|2|2|3|0|joy|4|1|0210021|Cuando pude comprar mi auto nuevo, después de muchos problemas.|1|
21002|1|2|2|1|25|1|2|6|4|9|2|4|3|4|0|0|0|0|0|0|0|0|1|3|1|3|3|0|1|0|0|3|3|2|0|fear|3|4|0210022|Después de mi accidente automovilístico, cuando me desperté en un montón de piedras.|1|
21002|1|2|2|1|25|1|2|6|4|9|3|4|1|4|0|0|0|2|0|0|0|0|0|1|3|3|0|0|0|0|1|2|2|1|0|anger|1|4|0210023|Cuando intenté armar una tienda de campaña hace algunos años, mi primo me molestó y me estorbó.|1|
21002|1|2|2|1|25|1|2|6|4|9|4|4|4|3|3|1|2|2|0|0|1|0|1|1|1|3|2|2|0|4|0|2|2|0|2|sadness|4|3|0210024|Cuando mi abuelo murió.|1|
21002|1|2|2|1|25|1|2|6|4|9|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|disgust|0|0|0210025|NINGUNA RESPUESTA.|1|
21002|1|2|2|1|25|1|2|6|4|9|6|1|3|2|1|0|0|1|0|0|0|0|0|2|2|3|2|0|4|0|2|1|0|1|0|shame|3|2|0210026|Golpea a un perro con mi carro, y no paro.|1|
21002|1|2|2|1|25|1|2|6|4|9|7|4|4|3|2|0|0|1|0|0|0|1|0|2|1|3|3|0|1|2|0|3|3|1|0|guilt|4|3|0210027|Accidente automovilistico. Dejé que un párroco de 16 años, incompetente, tomara la rueda y me siento muy culpable por lo que sucedió a pesar de que sufrí las peores lesiones.|1|
21003|1|2|3|1|26|1|2|7|1|9|1|4|3|2|0|0|1|1|0|1|0|0|2|2|2|1|1|0|0|4|0|3|3|0|0|joy|3|2|0210031|Cuando fui admitido en cierta escuela como estudiante.|1|
21003|1|2|3|1|26|1|2|7|1|9|2|4|4|2|1|0|2|2|1|0|0|0|2|2|2|3|3|0|0|5|0|3|3|0|0|fear|4|2|0210032|Mi padre tiene una enfermedad crónica. En el otoño de 1983 tuvo un ataque muy fuerte o convulsión.|1|
21003|1|2|3|1|26|1|2|7|1|9|3|4|3|3|1|0|0|0|0|0|0|1|2|1|1|3|2|3|2|5|3|2|2|0|0|anger|3|3|0210033|Un amigo borracho estaba golpeando a otro amigo, que también estaba borracho.|1|
21003|1|2|3|1|26|1|2|7|1|9|4|2|4|2|1|0|0|1|1|0|0|0|1|2|2|2|3|0|0|4|0|2|2|1|0|sadness|4|2|0210034|Cuando no conseguí un determinado trabajo en Lillehammer que quería mucho.|1|
21003|1|2|3|1|26|1|2|7|1|9|5|3|4|2|1|0|2|0|1|0|0|0|1|2|1|3|3|3|3|3|0|1|1|0|0|disgust|4|2|0210035|Mi jefe en el trabajo no pudo cumplir su promesa sobre algo que él sabía que era extremadamente importante para mí.|1|
21003|1|2|3|1|26|1|2|7|1|9|6|4|4|3|2|0|2|0|0|0|0|0|1|3|2|3|2|2|0|2|0|1|2|1|0|shame|4|3|0210036|Un examen donde se hicieron preguntas sobre conocimientos muy específicos.|1|
21003|1|2|3|1|26|1|2|7|1|9|7|4|4|3|0|0|0|0|1|0|0|0|0|2|1|3|2|2|1|1|3|1|1|1|0|guilt|4|3|0210037|Golpeé a mi pequeño sisiter en la cabeza con una piedra mientras estábamos luchando.|1|
21004|1|2|4|1|22|1|2|7|6|9|1|4|4|2|0|0|0|0|0|0|0|0|0|1|2|1|1|0|3|4|0|0|2|0|0|joy|4|2|0210041|Cuando mi padre logró comenzar una &quot;nueva vida&quot; después del divorcio|"from my mother; resulting in a new little sister for me."""|1
21004|1|2|4|1|22|1|2|7|6|9|2|4|4|4|3|0|1|0|0|0|0|0|0|1|1|3|0|1|1|5|0|2|3|1|0|fear|4|4|0210042|Un &quot;accidente cercano&quot; en un auto, conduciendo demasiado rápido en una carretera helada|1|
21004|1|2|4|1|22|1|2|7|6|9|3|3|4|4|3|1|0|1|1|0|0|0|1|1|2|3|3|3|0|5|2|3|2|2|1|anger|4|4|0210043|Mi madre y sus amigas hablaban mal de mi padre cuando se separaron, y a mis hermanos, a mí y a mí, se nos permitió escuchar.|1|
21004|1|2|4|1|22|1|2|7|6|9|4|3|4|2|0|0|0|0|0|0|0|0|0|1|2|1|1|1|0|5|1|3|3|0|0|sadness|4|2|0210044|Aburrirse en la escuela, no poder casarse y tener hijos.|1|
21004|1|2|4|1|22|1|2|7|6|9|5|3|4|4|2|0|1|0|0|0|0|1|0|2|2|3|3|3|0|3|3|0|3|3|0|disgust|4|4|0210045|Cuando el nuevo esposo de mi madre la trató mal, a ella ya mis hermanos y a mis hermanas|1|
21004|1|2|4|1|22|1|2|7|6|9|6|4|4|3|0|0|0|0|0|0|0|0|0|3|3|3|0|0|1|3|2|1|0|0|0|shame|4|3|0210046|Robando del bolso de mi madre cuando yo era un niño pequeño.|1|
21004|1|2|4|1|22|1|2|7|6|9|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|guilt|0|0|0210047|NINGUNA RESPUESTA.|1|
21005|1|2|5|1|26|1|0|8|8|9|1|3|3|2|0|0|1|1|0|1|0|0|0|1|2|1|1|1|2|2|1|3|3|0|0|joy|3|2|0210051|Estuve en el hospital, y luego me visitó alguien bastante inesperado.|1|
21005|1|2|5|1|26|1|0|8|8|9|2|4|3|3|1|0|0|1|0|1|0|0|0|2|1|3|2|0|4|0|1|1|0|1|0|fear|3|3|0210052|Estaba cazando, y me perdí en la niebla en las montañas.|1|
21005|1|2|5|1|26|1|0|8|8|9|3|2|1|1|1|0|0|1|0|0|0|0|2|2|2|2|2|2|3|5|0|2|0|0|0|anger|1|1|0210053|Fui acusado de un delito menor, injustamente.|1|
21005|1|2|5|1|26|1|0|8|8|9|4|4|4|3|0|1|0|2|0|1|1|0|0|3|2|3|3|2|1|3|0|1|0|0|2|sadness|4|3|0210054|Cuando mi novia me dejó.|1|
21005|1|2|5|1|26|1|0|8|8|9|5|4|1|1|0|0|1|0|0|0|0|0|0|2|1|3|2|0|1|1|2|0|2|1|0|disgust|1|1|0210055|Matanza de animales.|1|
21005|1|2|5|1|26|1|0|8|8|9|6|4|4|3|1|0|0|1|0|0|0|0|1|2|1|3|0|0|1|3|3|1|0|0|0|shame|4|3|0210056|Entré en la habitación equivocada y me metí en una cama donde alguien ya estaba durmiendo.|1|
21005|1|2|5|1|26|1|0|8|8|9|7|4|4|2|0|0|0|0|0|0|0|0|0|2|2|3|0|2|1|3|2|1|0|0|0|guilt|4|2|0210057|No pude aparecer en una fecha acordada.|1|
21006|1|2|6|1|28|1|2|4|1|9|1|4|1|3|1|0|1|0|1|0|0|0|0|1|2|1|1|0|1|0|1|3|0|0|0|joy|1|3|0210061|Cuando finalmente logré obtener un sonido específico de mi guitarra, después de haberlo intentado durante mucho tiempo.|1|
21006|1|2|6|1|28|1|2|4|1|9|2|4|3|1|4|2|2|0|0|0|0|0|0|1|2|3|1|0|1|1|3|2|0|0|2|fear|3|1|0210062|Al escalar una montaña, me estancé y me di cuenta de que no podía subir ni bajar.|1|
21006|1|2|6|1|28|1|2|4|1|9|3|4|0|4|3|0|2|0|1|0|0|0|0|3|3|3|3|0|3|0|3|2|0|1|0|anger|0|4|0210063|Reunión de personas generalmente dominantes en ocasiones sociales.|1|
21006|1|2|6|1|28|1|2|4|1|9|4|3|4|3|0|0|0|0|0|0|0|0|0|1|1|3|3|0|3|5|0|2|1|3|0|sadness|4|3|0210064|Descubrir que Lillehammer no ofrecía ningún ambiente musical que se adaptara a mi gusto, aunque me lo habían dicho.|1|
21006|1|2|6|1|28|1|2|4|1|9|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|disgust|0|0|0210065|No se puede describir ninguna situación de disgusto.|1|
21006|1|2|6|1|28|1|2|4|1|9|6|4|4|3|1|0|2|1|0|0|0|0|1|1|2|3|3|2|0|4|0|1|0|0|0|shame|4|3|0210066|Cuando las elecciones generales del elenco dieron como resultado que Noruega obtuviera un gobierno conservador.|1|
21006|1|2|6|1|28|1|2|4|1|9|7|4|4|4|3|1|0|2|0|0|1|1|0|1|2|3|0|3|0|1|0|0|2|0|2|guilt|4|4|0210067|Un amigo mío se disparó en la cabeza después de haberme dicho a mí ya otras personas que lo haría.|1|
21007|1|2|7|2|33|2|2|8|1|9|1|4|4|4|0|1|0|2|0|1|1|0|1|1|2|1|1|0|0|1|0|3|0|1|2|joy|4|4|0210071|Cuando nacieron mis hijos.|1|
21007|1|2|7|2|33|2|2|8|1|9|2|3|3|4|2|0|1|2|0|0|0|0|2|1|1|3|0|0|3|0|0|3|2|3|0|fear|3|4|0210072|Cuando casi atropellé a un niño pequeño que de repente estaba frente a mi auto.|1|
21007|1|2|7|2|33|2|2|8|1|9|3|3|4|4|3|0|2|2|0|0|0|0|1|1|2|3|1|3|2|1|3|3|1|3|0|anger|4|4|0210073|Cuando mi padre me llamó para que volviera a casa de mis vacaciones, ya que él ya no tenía tiempo para cuidar mi jardín y mis animales.|1|
21007|1|2|7|2|33|2|2|8|1|9|4|2|4|3|1|0|0|1|1|0|1|0|0|2|1|3|0|0|4|1|0|0|3|0|1|sadness|4|3|0210074|Cuando me dijeron que un buen amigo estaba gravemente enfermo.|1|
21007|1|2|7|2|33|2|2|8|1|9|5|4|4|4|3|0|0|1|0|0|0|0|1|2|1|3|0|3|2|3|3|2|1|3|0|disgust|4|4|0210075|Cuando supe que un familiar había estado esparciendo rumores sobre mí.|1|
21007|1|2|7|2|33|2|2|8|1|9|6|4|4|3|2|0|2|1|1|1|0|0|0|3|1|3|3|1|1|3|2|1|1|1|0|shame|4|3|0210076|Estaba hablando mal de una persona con algunos amigos, y descubrí que su hija estaba escuchando.|1|
21007|1|2|7|2|33|2|2|8|1|9|7|4|4|3|1|1|0|2|1|0|1|0|0|3|3|3|2|2|1|1|2|1|1|0|2|guilt|4|3|0210077|Cuando mi ex esposo se fue de nuestra casa, los niños lloraron porque él no regresaba.|1|
21008|1|2|8|2|21|1|2|2|4|9|1|3|4|4|2|1|1|2|0|1|1|0|1|1|2|1|1|0|4|4|1|3|3|0|2|joy|4|4|0210081|Cuando mi amigo especial dijo &quot;Te quiero&quot; por primera vez.|1|
21008|1|2|8|2|21|1|2|2|4|9|2|3|1|4|3|0|0|0|1|0|0|0|0|1|1|3|2|0|4|4|0|2|2|1|0|fear|1|4|0210082|Después de haber visto un programa de crimen en la televisión, estaba a punto de llevar al perro a pasear. Luego, de repente, había un hombre en el porche de a ... (Vivimos a cierta distancia de otras personas).|1|
21008|1|2|8|2|21|1|2|2|4|9|3|1|4|3|1|0|0|2|0|0|0|0|2|1|1|3|3|3|4|1|2|1|1|3|0|anger|4|3|0210083|Cuando mi coche se rompió de repente!|1|
21008|1|2|8|2|21|1|2|2|4|9|4|2|4|4|2|0|1|1|0|0|1|0|0|2|1|3|2|3|2|5|3|1|1|0|1|sadness|4|4|0210084|Cuando un amigo anterior estaba difundiendo rumores negativos sobre mí.|1|
21008|1|2|8|2|21|1|2|2|4|9|5|2|1|2|0|0|0|1|0|0|0|0|0|2|1|3|2|2|4|4|2|2|2|1|0|disgust|1|2|0210085|Hay una cierta persona, a quien solo he visto. Me hace temblar, sentir disgusto.|1|
21008|1|2|8|2|21|1|2|2|4|9|6|4|4|4|3|0|1|1|1|0|0|0|0|3|1|3|1|3|1|3|3|1|2|0|0|shame|4|4|0210086|Hacer trampa para obtener la mejor calificación en una prueba en 7º grado.|1|
21008|1|2|8|2|21|1|2|2|4|9|7|4|4|4|2|1|0|0|1|0|0|0|2|2|2|3|3|3|1|1|0|1|2|0|1|guilt|4|4|0210087|Un gatito había entrado en nuestra oficina, y me dijeron que regresara por la calle. Cuando crucé hacia atrás, el gatito me siguió y fue atropellado y asesinado por un automóvil.|1|
21009|1|2|9|2|21|1|2|8|1|9|1|1|4|2|1|0|0|0|0|0|0|0|0|1|3|1|1|0|1|4|0|3|0|0|0|joy|4|2|0210091|Cuando mi trabajo final fue evaluado.|1|
21009|1|2|9|2|21|1|2|8|1|9|2|4|2|3|2|0|0|1|1|0|0|0|0|1|2|3|0|0|0|1|3|0|0|1|0|fear|2|3|0210092|Después de ver una película de terror en el cine, estaba tan asustada que ni siquiera podía conducir el auto al garaje. A menudo pensé en la película después, esperando que tales cosas no pudieran existir en el mundo real &quot;.|1|
21009|1|2|9|2|21|1|2|8|1|9|3|4|1|2|1|0|0|2|0|0|0|0|1|1|2|0|0|0|4|4|2|0|0|1|0|anger|1|2|0210093|Enojado con mi hermano, que se estaba burlando de mí, burlándose de mí.|1|
21009|1|2|9|2|21|1|2|8|1|9|4|4|4|4|0|0|0|1|0|0|1|0|0|2|1|0|0|0|0|1|0|0|0|0|1|sadness|4|4|0210094|Cuando mi graduada murió.|1|
21012|1|2|12|2|23|1|1|4|5|9|6|2|3|3|1|0|2|0|0|0|0|0|0|3|1|3|0|0|1|5|2|1|1|0|0|shame|3|3|0210126|Reaccioné exageradamente hacia mi madre y me sentí avergonzado después.|1|
21012|1|2|12|2|23|1|1|4|5|9|7|1|3|3|3|1|0|2|0|0|0|0|2|3|2|3|2|3|1|3|0|1|1|0|1|guilt|3|3|0210127|Cuando mis padres trabajan muy duro y se cansan, mientras voy a la escuela y estudio en lugar de ayudarlos. Siento que los estoy decepcionando, decepcionándolos.|1|
21013|1|2|13|1|29|1|2|4|1|9|1|4|4|3|0|0|1|1|0|1|0|0|0|1|2|1|0|0|4|4|0|0|3|3|0|joy|4|3|0210131|Me puse en contacto con amigos anteriores después de una larga ausencia.|1|
21013|1|2|13|1|29|1|2|4|1|9|2|4|3|3|0|0|0|0|0|0|0|0|1|3|1|3|3|0|1|5|0|2|0|0|0|fear|3|3|0210132|Me perdí en un viaje por las montañas.|1|
21013|1|2|13|1|29|1|2|4|1|9|3|4|4|4|1|0|0|0|0|0|0|0|0|2|2|3|3|3|2|3|3|0|1|1|0|anger|4|4|0210133|Al estar sujeto a un trato injusto en un grupo de trabajo, alguien que estaba doblando las reglas estaba protegido por el jefe.|"more work for the others."""|1
21013|1|2|13|1|29|1|2|4|1|9|4|4|4|4|0|1|0|1|0|0|1|0|0|2|2|2|0|2|0|1|0|2|2|1|2|sadness|4|4|0210134|La muerte de un amigo íntimo.|1|
21013|1|2|13|1|29|1|2|4|1|9|5|4|4|4|0|0|0|0|0|0|0|1|0|2|1|3|0|0|4|3|3|2|1|3|0|disgust|4|4|0210135|Fue confrontado con una persona que tenía pensamientos negativos de otras personas debido a su estatus social, creencias, color y perspectiva de la vida (perspectiva).|1|
21013|1|2|13|1|29|1|2|4|1|9|6|4|4|3|1|1|0|0|0|0|0|0|0|3|2|3|0|2|3|5|0|1|1|1|1|shame|4|3|0210136|Sentirme inadecuado en una situación de grupo, ser incapaz de transmitir mis propios pensamientos y sentimientos.|1|
21013|1|2|13|1|29|1|2|4|1|9|7|4|4|3|0|1|0|0|0|0|0|0|0|2|2|3|0|1|1|5|3|1|3|1|1|guilt|4|3|0210137|No pude completar una tarea de trabajo dentro del tiempo acordado.|1|
21014|1|2|14|2|26|1|2|5|1|9|1|1|4|3|0|0|1|2|1|1|0|0|2|1|3|1|1|0|0|1|1|3|3|3|0|joy|4|3|0210141|Recibiendo una carta muy buscada de un muy buen amigo que vive en el extranjero.|1|
21014|1|2|14|2|26|1|2|5|1|9|2|1|3|2|3|1|0|0|1|0|0|1|0|2|2|2|3|0|3|3|0|3|1|1|1|fear|3|2|0210142|Antes de volver a los resultados de una prueba en la escuela, cuando había trabajado muy duro y me preocupaba no tener éxito.|1|
21014|1|2|14|2|26|1|2|5|1|9|3|1|1|2|1|0|2|2|1|0|0|1|1|3|2|3|2|2|2|4|1|1|1|1|0|anger|1|2|0210143|Uno de mis mejores amigos me acusó de renunciar a los problemas tempranos de Ára. Era solo un comentario casual de su lado, pero estaba enojado y herido.|1|
21014|1|2|14|2|26|1|2|5|1|9|4|1|4|3|1|2|2|1|1|0|0|1|2|2|3|3|3|2|0|1|1|0|1|3|2|sadness|4|3|0210144|Al darse cuenta de que la escuela pronto terminará, y todos iremos a caminos diferentes, tal vez nunca nos reuniremos nuevamente con nuestros amigos de este año.|1|
21014|1|2|14|2|26|1|2|5|1|9|5|2|2|2|1|0|2|1|0|0|0|1|2|1|1|2|2|3|3|5|3|2|2|3|0|disgust|2|2|0210145|En una sala de natación pública vi a un hombre muy agresivo que atacó a los niños que se interponían en su camino cuando nadaba.|1|
21014|1|2|14|2|26|1|2|5|1|9|6|2|3|3|1|1|2|3|1|0|0|0|2|2|2|3|0|0|1|5|2|1|1|1|1|shame|3|3|0210146|Estaba haciendo declaraciones muy fuertes sobre la infidelidad en las parejas. Luego descubrí que uno de mis mejores amigos, que acababa de pasar por un caso muy triste de infidelidad mutua, estaba escuchando.|1|
21014|1|2|14|2|26|1|2|5|1|9|7|2|4|3|2|1|0|0|1|0|0|1|1|2|3|3|3|2|1|1|2|1|1|1|1|guilt|4|3|0210147|Había planeado un viaje al sur durante la Pascua, junto con un amigo. Lo lamentó mucho cuando cambié de opinión y decidí no ir después de todo.|1|
21015|1|2|15|2|27|8|0|5|7|9|1|0|1|0|0|1|0|1|0|1|0|0|0|1|1|1|0|0|2|4|0|0|0|0|1|joy|1|0|0210151|Un amigo que no había visto en años, me envió un pequeño regalo.|1|
21015|1|2|15|2|27|8|0|5|7|9|2|1|0|4|3|0|0|2|0|0|0|0|1|2|1|3|3|0|3|1|3|1|0|1|0|fear|0|4|0210152|Una noche oscura sin luces de la calle, un automóvil obviamente me seguía.|1|
21015|1|2|15|2|27|8|0|5|7|9|3|3|3|3|3|0|0|1|1|0|0|0|2|1|1|3|2|3|0|5|2|2|0|0|0|anger|3|3|0210153|Estaba sujeto a falsas acusaciones, y me enojé mucho.|1|
21015|1|2|15|2|27|8|0|5|7|9|4|2|4|4|0|0|0|1|0|0|1|0|0|3|1|3|0|3|4|1|0|0|0|0|1|sadness|4|4|0210154|Un buen amigo me dijo que no podíamos ser más amigos por su relación con otra chica.|1|
21015|1|2|15|2|27|8|0|5|7|9|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|disgust|0|0|0210155|Esto es difícil, ya que no recuerdo haber sentido asco hacia nadie.|1|
21015|1|2|15|2|27|8|0|5|7|9|6|3|2|0|1|0|0|0|0|0|0|0|0|3|2|3|0|0|1|0|0|1|0|1|0|shame|2|0|0210156|Si no voy a conferencias, a menudo me siento avergonzado.|1|
21015|1|2|15|2|27|8|0|5|7|9|7|3|3|3|2|0|0|0|0|0|0|0|2|2|2|2|0|3|0|5|2|1|2|3|0|guilt|3|3|0210157|Estaba muy enojado con una novia por interferir demasiado con mis asuntos personales. Se lo dije con bastante firmeza y comenzó a llorar.|1|
21016|1|2|16|1|22|8|2|2|2|9|1|3|4|3|0|0|0|1|1|1|0|0|0|1|3|1|2|1|2|4|1|2|3|3|0|joy|4|3|0210161|Cuando mi novia viajó 2000 km para visitarme, y no la había visto en 4 meses.|1|
21016|1|2|16|1|22|8|2|2|2|9|2|4|1|3|1|0|0|0|0|0|0|0|0|3|1|3|0|3|2|1|3|2|0|0|0|fear|1|3|0210162|Fui golpeado en una fiesta privada de Año Nuevo una vez, sin mi culpa.|1|
21016|1|2|16|1|22|8|2|2|2|9|3|2|1|2|0|0|0|0|0|0|0|0|0|1|1|3|3|3|3|4|3|2|1|2|0|anger|1|2|0210163|Me sentí injustamente tratado en un aeropuerto y me dijeron que usara un contador diferente (solo para tráfico nacional).|1|
21016|1|2|16|1|22|8|2|2|2|9|4|4|4|2|0|0|0|0|0|0|0|0|0|3|2|2|0|0|0|4|0|0|2|1|0|sadness|4|2|0210164|Cuando mi abuela murió.|1|
21016|1|2|16|1|22|8|2|2|2|9|5|4|4|3|0|0|0|0|0|0|0|0|0|3|1|3|0|3|0|4|0|0|0|1|0|disgust|4|3|0210165|El asesinato de dos niñas en un viaje escolar a Berlín (y delitos sexuales en general) hace un par de años.|1|
21016|1|2|16|1|22|8|2|2|2|9|6|4|4|2|0|0|0|0|0|0|0|0|0|3|2|3|0|2|2|5|0|0|0|2|0|shame|4|2|0210166|Al participar en el mobbing de uno de mis mejores amigos en la escuela primaria.|1|
21016|1|2|16|1|22|8|2|2|2|9|7|4|4|2|1|0|0|0|1|0|0|0|0|3|2|3|0|0|2|2|2|0|3|0|0|guilt|4|2|0210167|Cuando intenté fumar por primera vez en secreto, tenía 12 años de edad.|1|
21017|1|2|17|2|22|8|2|7|6|9|1|3|4|4|1|0|1|1|0|1|0|0|0|2|2|1|1|0|1|5|0|3|3|3|0|joy|4|4|0210171|Cuando la persona que me gustaba mucho, volvió a mí.|1|
21017|1|2|17|2|22|8|2|7|6|9|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|fear|0|0|0210172|No es aplicable a mí mismo.|1|
21017|1|2|17|2|22|8|2|7|6|9|3|2|4|4|0|0|0|0|1|0|0|0|0|2|1|3|3|3|3|1|3|0|1|1|0|anger|4|4|0210173|Cuando los estudiantes de nuestro grupo de trabajo no mostraron responsabilidad o interés en nuestro trabajo.|1|
21017|1|2|17|2|22|8|2|7|6|9|4|4|4|4|0|2|0|1|1|0|0|0|0|2|3|3|1|0|0|1|1|1|0|0|2|sadness|4|4|0210174|Un amigo muy cercano me dejó.|1|
21017|1|2|17|2|22|8|2|7|6|9|5|2|3|3|0|0|2|0|0|0|0|1|0|1|2|3|0|3|3|0|3|2|1|3|0|disgust|3|3|0210175|Algunas personas fueron tratadas injustamente debido a su nacionalidad / color.|1|
21017|1|2|17|2|22|8|2|7|6|9|6|4|4|2|0|0|0|0|0|0|0|0|1|3|2|3|0|3|4|5|3|1|1|0|0|shame|4|2|0210176|Participar en el mobbing de algunas chicas de mi clase en la escuela primaria.|1|
21017|1|2|17|2|22|8|2|7|6|9|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|guilt|0|0|0210177|No es aplicable a mí mismo.|1|
21018|1|2|18|2|20|1|2|6|6|9|1|4|4|4|1|1|1|3|1|1|1|0|0|1|1|1|1|0|2|0|2|3|3|3|2|joy|4|4|0210181|Un conocido cercano lloró por mí. Me sentí feliz porque a alguien le importaba.|1|
21018|1|2|18|2|20|1|2|6|6|9|2|1|1|4|2|1|1|4|0|0|1|1|0|3|1|3|3|3|2|1|0|1|0|1|2|fear|1|4|0210182|Una carta de mi novio comenzó de tal manera que pensé que él iba a terminar nuestra relación. Tenía miedo de leer el resto.|1|
21018|1|2|18|2|20|1|2|6|6|9|3|4|2|4|1|0|0|3|1|0|0|0|0|1|1|3|3|3|2|1|3|2|0|0|0|anger|2|4|0210183|Mi sobrino es un niño sordo y también hiperactivo. Yo había sido á|responsible for looking after him for a full day, and was very Ã¡|tired. Then he suddenly grabbed a knife and stabbed me in the Ã¡
21018|1|2|18|2|20|1|2|6|6|9|4|1|4|3|0|1|0|2|0|0|1|0|1|1|3|3|3|3|4|1|0|2|3|0|2|sadness|4|3|0210184|Una mujer que conozco está muriendo lentamente de cáncer. Observar este proceso me pone triste.|1|
21018|1|2|18|2|20|1|2|6|6|9|5|3|4|2|0|0|0|2|1|0|0|0|0|3|1|3|2|3|2|3|3|2|1|0|0|disgust|4|2|0210185|Amigos cercanos que hablan mal de otros amigos.|1|
21018|1|2|18|2|20|1|2|6|6|9|6|4|4|4|2|1|0|2|1|1|1|0|0|3|2|3|3|3|1|1|3|1|2|0|2|shame|4|4|0210186|Mi padre murió después de dos semanas muy dolorosas en la cama. Me sentí aliviado, y me avergoncé de eso.|1|
21018|1|2|18|2|20|1|2|6|6|9|7|2|4|3|0|0|0|2|1|0|0|0|0|3|3|3|0|1|1|3|0|1|1|3|0|guilt|4|3|0210187|Tuvimos un día libre de la escuela. En lugar de ayudar a mi madre con su trabajo, me quedé en la cama todo el día.|1|
21019|1|2|19|2|22|8|2|6|6|9|1|2|4|3|2|0|1|1|1|1|0|0|1|1|2|1|1|1|1|4|0|3|3|0|0|joy|4|3|0210191|Contacto renovado con un amigo anterior.|1|
