respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,¿Con qué frecuencia ha experimentado las siguientes emociones durante su proceso de aprendizaje?,,,,,,,,,,Recuerde la situación más emotiva que haya vivido este semestre.   Seleccione la emoción más relacionada  con esa situación y describa la situación.,,Recuerde la situación más difícil que haya vivido durante toda su carrera. Seleccione la emoción más relacionada con esa situación y describa la situación.,,Imagine una situación que quisiera vivir en su último semestre. Seleccione la emoción más relacionada con esa situación y describa la situación.,,"Han estado trabajando en un problema durante días sin lograr resolverlo. La fecha de entrega de la solución es mañana a primera hora. El grupo decide solicitar al profesor unos días más de plazo, pero él no lo concede.¿Qué emoción sentiría en ese momento?",,Están en la recta final para entregar el proyecto del semestre. Su proyecto genera un error y ustedes no han encontrado la causa. Unas horas antes de la entrega un compañero mira su proyecto y les indica el problema. Ustedes alcanzan a resolverlo.¿Qué emoción sentiría en ese momento?,,Su profesor les comunica que ha encontrado evidencia de copia en algunos de los trabajos del grupo y les pide a todos que se acerquen a su oficina para aclarar la situación. ¿Qué emoción sentiría en ese momento?,,¿Cuál es su género?,,¿Cuál de estos cursos está cursando actualmente?,,,,,,
10366523792,220262807,11/20/2018 04:42:02 PM,11/20/2018 04:46:28 PM,,,,,,Algunas veces,Algunas veces,Casi nunca,Muchas veces,Casi nunca,Muchas veces,Algunas veces,Muchas veces,Casi nunca,Muchas veces,Decepción,,Decepción,,Satisfacción,,Frustración,,Alivio,,Temor,,Másculino,,,,,POOB,,,
10366483162,220262807,11/20/2018 04:23:20 PM,11/20/2018 04:27:08 PM,,,,,,Muchas veces,Muchas veces,Nunca,Casi nunca,Casi siempre,Muchas veces,Casi siempre,Nunca,Algunas veces,Nunca,Disfrute,,Aburrimiento,,Satisfacción,,Aburrimiento,,Alivio,,Aburrimiento,,Másculino,,,,,POOB,,,
10366478857,220262807,11/20/2018 04:21:22 PM,11/20/2018 04:28:53 PM,,,,,,Algunas veces,Muchas veces,Siempre,Algunas veces,Siempre,Nunca,Muchas veces,Casi siempre,Muchas veces,Algunas veces,Temor,Un día que pase mucho tiempo haciendo un laboratorio de una materia y lo perdí por completo  por que el disco duro se daño. ,Ansiedad,Un semestre que no me iba muy bien y pensé en cambiarme de carrera. I7,Satisfacción,"Saber que a pesar de los obstáculos, logre terminar la carrera y sentir  que los momentos difíciles me permitieron fortalecerme. ",,,,,,,,,,,,,,,
10366478599,220262807,11/20/2018 04:19:48 PM,11/20/2018 04:34:41 PM,,,,,,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Muchas veces,Nunca,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Satisfacción,"Cuando uno se esfuerza realmente y ve reflejado los frutos, la sensación de satisfacción es muy gratificante ",Frustración,"Cuando mis padres de separaron, fue durante mi universidad y por eso mis notas bajaron mientras superara ese proceso",Satisfacción,"De saber que he cumplido mis metas aunque ha lo he sentido, sería mucho mayor cuando acabe la carrera ",Ansiedad,"Si pasa eso, posiblemente no pueda dejar de pensar en lo que tenga que hacer y lo intentaría hasta lograrlo, ya sea averiguando por mi cuenta o pidiéndole ayuda a alguien mas ",Alivio,"Me quitaría un peso de encima, y mas cuando es antes de la entrega, aunque no lo resolví yo, siempre  es bien recibida la ayuda de los demás ",Confusión,Me sentiría confuso ya que es algo que sinceramente no haría y estaría así porque no sabría el motivo por el cual me habrían llamado ,Másculino,,,,,POOB,,,
10366410201,220262807,11/20/2018 03:50:20 PM,11/20/2018 04:44:42 PM,,,,,,Algunas veces,Casi siempre,Nunca,Algunas veces,Casi siempre,Algunas veces,Casi siempre,Algunas veces,Casi siempre,Siempre,Disfrute,el game jam debido a que aprendi variedad de cosas y hice contactos ,Frustración,"PERDER EL INTERSEMESTRAL, ya que causo frustración y intento de deserción. ",Satisfacción,"Trabajar en una importante compañía de tecnología, que me permite ser feliz en mi trabajo y conocer cosas nuevas ",Ansiedad,"Le diria que por favor comprenda la situacion descrita, y que nos permita aprender mas y reprogramar la entrega.",Alivio,"le diria que gracias a el, pudimos resolver el problema generado he intentaria recompensarlo de alguna forma.",Curiosidad,le diria que si el hizo la copia que lo acepte y sea conciente del acto que cometio,Másculino,,PIMB,,,,,,
10365790960,220262807,11/20/2018 11:31:38 AM,11/21/2018 11:03:52 AM,,,,,,Algunas veces,Muchas veces,Casi siempre,Algunas veces,Casi nunca,Algunas veces,Casi nunca,Muchas veces,Muchas veces,Muchas veces,Decepción,"Porque no logró aprobar una asignatura, dado no tengo las bases suficientes de las asignaturas anteriores.",Confusión,No saber si lo que estudio es lo que debería estudiar.,Satisfacción,Por aprobar la asignatura que me impide graduarme.,Alivio,Porque no tengo que seguir pensándolo y lo puede entregar de una vez.,Alivio,"Porque se logró corregir y no perdí tiempo, realizando algo que me dará mala nota.",Temor,"En mi experiencia, tendría temor de que me salir afecta bajo falsas acusaciones. ",Femenino,,PIMB,,,,,,
10364659252,220262807,11/20/2018 01:05:10 AM,11/20/2018 01:13:07 AM,,,,,,Algunas veces,Muchas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Muchas veces,Muchas veces,Muchas veces,Alivio,"Siento frustración al no entender un tema, pero luego siento alivio cuando lo entiendo",Frustración,Frustración al no poder hacer todo de manera correcta,Alivio,Alivio y disfrute ya que estaría a un paso de terminar la carrera y en ese momento tendría mucho conocimiento,Frustración,"Que es un problema muy difícil, ya que entre varios no pudimos resolverlo by sería justo buscar una solución ya que si nos hemos esforzado",Alivio,"Estoy muy agradecido contigo, sin ti no habría podido entregar el proyecto",Temor,"No debimos copiarnos, esto traerá consecuencias, es mejor ser honestos ",Femenino,,PIMB,,,,,,
10364135486,220262807,11/19/2018 06:24:48 PM,11/19/2018 06:36:10 PM,,,,,,Algunas veces,Siempre,Siempre,Siempre,Muchas veces,Casi siempre,Muchas veces,Casi siempre,Casi siempre,Algunas veces,Frustración,Cuando me esforcé mucho en una materia y aún así no lógre el resultado esperado ,Decepción,Cuando perdí o cancele por primera vez una materia ,Alivio,Lograr pasar todas las asignaturas sin cancelar ninguna ,Ansiedad,Que me gustaría que me diera más plazo y nos ayudara con una retroalimentación para poder terminar con el trabajo ,Satisfacción,Le agradecería inmensamente porque me salvo de una situación estresante ,Curiosidad,Le preguntaría si sabe quien fue el culpable y que estuviera tranquilo ya que no estamos involucrados ,Femenino,,PIMB,,,,,,
10364090514,220262807,11/19/2018 05:59:13 PM,11/19/2018 06:01:04 PM,,,,,,Algunas veces,Casi siempre,Algunas veces,Muchas veces,Siempre,Algunas veces,Casi siempre,Muchas veces,Muchas veces,Algunas veces,Alivio,,Disfrute,,Decepción,,,,,,,,,,,,,,,,
10364036501,220262807,11/19/2018 05:32:20 PM,11/19/2018 05:56:13 PM,,,,,,Algunas veces,Casi nunca,Casi siempre,Casi siempre,Algunas veces,Muchas veces,Muchas veces,Algunas veces,Algunas veces,Algunas veces,Ansiedad,Cuando me encuentra cerca a la sustentación de  un proyecto.,Frustración,Cuando he preparado un trabajo con anticipación y no sale como lo planeo.,Satisfacción,"La situación que me gustaría vivir, seria tener la tranquilidad y la satisfacción de cursar con éxito las ultimas materias de mi carrera.",Frustración,Me siento frustrada ya que no he podido desarrollar con éxito la actividad y desearía apoyo y plazo para lograr el trabajo.,Ansiedad,"Me siento feliz por que ya se encontró el problema, pero tengo miedo de no poder entregar a tiempo el proyecto.",Temor,"usualmente miedo, ya que lo que uno hace en verídico pero cuando el trabajo de uno depende o hace parte de la recopilación de conocimientos de otras personas es complicado saber si son o no honestos con su trabajo.",Femenino,,,,MBDA,,,,
10363496957,220262807,11/19/2018 01:46:46 PM,11/19/2018 02:21:51 PM,,,,,,Casi nunca,Casi siempre,Muchas veces,Casi nunca,Siempre,Algunas veces,Casi siempre,Casi nunca,Siempre,Muchas veces,Ansiedad,"Antes y durante la presentación en el seminario de seguridad informática sentí mucha emoción, felicidad y ansiedad, pues para mi todo este tipo de actividades son muy importantes y siempre espero hacerlas lo mejor posible. Esto me genera muchos nervios, pero al mismo tiempo trato de sentir felicidad porque es para mi aprendizaje.",Alivio,"La situación más difícil ha sido el casi no poder estudiar, pues he encontrado muchas personas que me han ayudado y han compartido conmigo grandes momentos. En el momento en que una oportunidad surgió para mi, sentí un gran alivio pues estudiar es una de las coas que más me gusta.",Satisfacción,"Me encantaría al final de mi semestre encontrarme con todos mis amigos, compañeros y docentes, agradecerles por absolutamente todo lo que compartí con ellos y espero irme a viajar en ese último semestre a otro país. Espero en ese último semestre haber logrado superar todas las asignaturas y haber aprendido de todas saberes para mi futuro personal y profesional.",Ansiedad,"Primero le preguntaría nuevamente que por favor lo cambie la fecha de la entrega, pues en verdad hemos estado tratando muy enfocados de darle solución. Si vuelve a indicarnos que no lo hará, le diría que me siento muy angustiado por la entrega, que me lleno de ansiedad el saber que no vamos a lograr entregarlo y más a un que siento rabia de no poder encontrar la solución, pues hemos estado mucho tiempo intentando e intentando.",Alivio,"Le agradecería un montón pues gracias a que él encontró el error, todos alcanzamos a resolver el problema y logramos entregar el proyecto del semestre, por lo que le diría que tuvimos un muy bien trabajo en equipo. Le daría un abrazo, le diría que me explique bien cómo fue que encontró el error y descansariamos pues al fin logramos entregarlo. ",Temor,"Yo personalmente no hago copia, entonces el temor que me generaría sería muy grande pues es muy raro para mi. Lo único que puedo hacer es aclarar las cosas. Esperar a ver qué nos dice nuestro profesor, porque tampoco debemos anticipar las cosas, pero además siempre sentiría esa incertidumbre.",Másculino,,,,,,PDSW,,
10363276267,220262807,11/19/2018 12:20:50 PM,11/19/2018 12:48:03 PM,,,,,,Casi nunca,Casi siempre,Algunas veces,Casi nunca,Muchas veces,Casi nunca,Casi siempre,Algunas veces,Casi siempre,Algunas veces,Alivio,El semestre pasado las cosas fueron más aceleradas y sentía más presión mientras que ahora las cosas son más llevaderas y calmadas. ,Ansiedad,"Durante algunos periodos he experimentado ansiedad por no saber si realmente estoy haciendo las cosas bien, si he tomado las decisiones correctas respecto a la carrera.",Satisfacción,Poder empezar a ejercer la profesión en el área que me interesa.,Decepción,"Sentiría preocupación por el hecho de no haberlo podido terminar y saber que, aunque le dedicamos tiempo no lo logramos.",Alivio,Sentiría tranquilidad por el hecho de que fuera posible corregirlo antes de la entrega. ,Temor,En una situación así pensaría en todas las consecuencias que podría traer ese hecho lo que me generaría preocupación.,Femenino,,PIMB,,,,,,
10363231413,220262807,11/19/2018 12:04:05 PM,11/19/2018 12:31:41 PM,,,,,,Muchas veces,Algunas veces,Muchas veces,Casi nunca,Muchas veces,Casi nunca,Algunas veces,Algunas veces,Algunas veces,Casi nunca,Ansiedad,Me sentia perdido en el desarrollo de un proyecto debido al poco conocimiento del tema y poca colaboración del profesor,Satisfacción,Al poder superar una serie de retos relacionados con aprender nuevos conocimientos avanzados,Curiosidad,Encontarme con un entorno con nuevos retos para poner a prueba mis conocimientos,Decepción,"es una pena, le trabajamos al problema todo lo que pudimos,  aprendimos pero no  le podremos entregar los resultados esperados",Disfrute,"oiga buenísimo que diera con la solución, nos salvo la vida, ahora si podemos relajarnos y gozar que salimos de esto",Aburrimiento,"que perdida de tiempo eso, que rabia esa gente que hace copia y nos perjudica a todos",Másculino,,,,,,,,COSW
10362951298,220262807,11/19/2018 10:23:24 AM,11/19/2018 10:33:25 AM,,,,,,Siempre,Muchas veces,Nunca,Algunas veces,Muchas veces,Muchas veces,Muchas veces,Casi nunca,Muchas veces,Nunca,Aburrimiento,"Me aburro en el salón de clase constantemente, no me gusta estar sentado mientras el profesor explica",Aburrimiento,"En general me aburren la forma de enseñar estando en un salón, prefiero estar en otro lado o enfocar la teoría a la practica de forma inmediata",Satisfacción,Lograr completar las metas de aprobar el semestre y lograr cumplir con las expectativas,Frustración,"Que entiendo que no pueda correr la fecha, pero que debería tener en cuenta el tiempo dedicado a un problema y no todos resolvemos los problemas en el mismo tiempo",Alivio,"Gracias, por la ayuda y que me cuente en que le puedo ayudar cuando sea necesario",Aburrimiento,"le preguntaría si de verdad hizo copia, y de ser así porque?",Másculino,,,,,,,ARSW,
10362753782,220262807,11/19/2018 09:07:32 AM,11/19/2018 09:13:36 AM,,,,,,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Muchas veces,Muchas veces,Algunas veces,Frustración,Estoy en busca de prácticas y aún no he conseguido una buena práctica,Satisfacción,He logrado realizar proyectos que en una etapa de mi vida jamás pensé que lograría hacer.,Satisfacción,Quisiera sentirme satisfecha por todo lo que he logrado y ya estar a punto de terminar la carrera.,Frustración,,Alivio,,Confusión,,Femenino,,,,,,,ARSW,
10362649564,220262807,11/19/2018 08:20:13 AM,11/19/2018 04:28:35 PM,,,,,,Algunas veces,Muchas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Casi siempre,Muchas veces,Muchas veces,Algunas veces,Frustración,"Sobre carga de trabajos, falta de tiempo e impotencia, una semana donde se acumularon los exámenes y los trabajos entregas de proyectos y de más de la nada ",Frustración,"El primer parcial que presenté en la universidad, le estudie mucho y lo perdí con 0.8",Satisfacción,Que me reconozcan como el mejor de mi promoción y me recompensen por el esfuerzo a lo largo de toda esta.,Frustración,"Nada, yo soy el que asumo la responsabilidad y me comprometo con realizar el trabajo a la fecha estipulada.",Alivio,"Le agradecería, la ayuda en el último solucionaría el problema y aprendería de esta, para futuras ocasiones no vuelva a suceder.",Frustración,Que estaría muy molesto por que alguno de mis compañeros hizo copia y tendría que cargar con las consecuencias como grupo,Másculino,,,,,,,ARSW,
10362495741,220262807,11/19/2018 06:52:28 AM,11/19/2018 06:58:02 AM,,,,,,Muchas veces,Algunas veces,Casi siempre,Muchas veces,Muchas veces,Muchas veces,Muchas veces,Muchas veces,Algunas veces,Casi siempre,Decepción,,Ansiedad,,Satisfacción,,Frustración,Si realmente henos trabajado y no lo hemos logrado entre tantos o el ejericio está muy difícil o las explicaciones del profesor no han sido satisfactorias,Disfrute,,Confusión,,Másculino,,,,,,,ARSW,
10362494439,220262807,11/19/2018 06:51:36 AM,11/21/2018 10:06:04 AM,,,,,,Muchas veces,Muchas veces,Muchas veces,Casi nunca,Muchas veces,Casi nunca,Muchas veces,Algunas veces,Muchas veces,Casi nunca,Decepción,Por perder un tercio y tener un cambio de profesor,Ansiedad,Esperando los resultados de dos eventos diferentes,Alivio,"El día del grado, recibir el diploma y entrar de lleno al campo laboral........ Mis papás felices, no sé qué más escribir",,,,,,,,,,,,,,,
10362011422,220262807,11/18/2018 11:59:49 PM,11/21/2018 01:43:52 PM,,,,,,Algunas veces,Casi siempre,Muchas veces,Algunas veces,Muchas veces,Casi nunca,Casi siempre,Casi nunca,Muchas veces,Casi nunca,Curiosidad,"En la asignatura CRTI, ya que las clases son divertidas y diferentes",Confusión,"Cuando tuve que cancelar PIMO en tercer semestre, porque desde el principio no entendia muy bien la materia",Disfrute,Actividades con todos los estudiantes que se van a graduar o próximos a graduarse,Ansiedad,Que trabajamos duro para encontrar la solución y que tal vez con algún tipo de pista lograríamos el objetivo.,Satisfacción,Muchas gracias compañero. ¿Cómo encontraste el error? ,Aburrimiento,Lo mejor sería que nadie se copiara en los trabajos,Femenino,,,,,,,ARSW,
10361963551,220262807,11/18/2018 11:05:08 PM,11/18/2018 11:19:46 PM,,,,,,Algunas veces,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Ansiedad,Presión por la cantidad de trabajo academico que da la escuela y la fecha de entrega reducida junto con la presion de presentar parciales la misma semana,Frustración,Ver un desempeño medio-bajo a pesar de estudiar y ser disciplinado,Satisfacción,Ver los frutos de un gran esfuerzo durante todo el semestre  ,Ansiedad,Que por favor entendiera que somos estudiantes y por tanto estamos aprendiendo diferentes cosas para resolver un problema el cual para él es muy facil,Satisfacción,"Muchas gracias por su colaboración, no sabe lo mucho que alegra habernos ayudado",Temor,Si hice la copia le diria que asi fue y aceptaria las consecuencias pero sino he hecho copia le diria que tengo miedo de tener problemas por culpa de los demas ,Másculino,,,PIMO,,,,,
10360664563,220262807,11/17/2018 04:53:12 PM,11/17/2018 05:19:49 PM,,,,,,Algunas veces,Algunas veces,Casi nunca,Algunas veces,Muchas veces,Casi nunca,Muchas veces,Casi nunca,Muchas veces,Casi nunca,Disfrute,En el primer y segundo corte tuve buenas notas en la mayoría de las materias,Decepción,La cancelación de una materia ya que es la segunda vez que la curso,Satisfacción,Finalizando semestre con todas las materias aprobadas y a punto de graduarme,Decepción,"En mi caso yo creo que no le diría nada al profesor, respetaría su decisión, buscaría ayuda para la solución del problema",Alivio,le agradecería por la ayuda y le diría que cuando el necesite ayuda en algo con mucho gusto le colaborare,Alivio,"Le diría que me siento tranquilo ya que yo no soy alguien que haga mucha copia, siempre trato de hacer las cosas por mi mismo",Másculino,,,PIMO,,,,,
10360586181,220262807,11/17/2018 03:14:33 PM,11/17/2018 03:17:20 PM,,,,,,Algunas veces,Casi nunca,Muchas veces,Algunas veces,Muchas veces,Casi nunca,Muchas veces,Muchas veces,Muchas veces,Nunca,Frustración,,Frustración,,Satisfacción,,Frustración,,Alivio,,Curiosidad,,Másculino,,PIMB,,,,,,
10360329615,220262807,11/17/2018 10:29:21 AM,11/17/2018 10:50:47 AM,,,,,,Algunas veces,Muchas veces,Casi nunca,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Muchas veces,Casi siempre,Casi nunca,Ansiedad,Por esperar las notas de cierta materia la cual es la más importante del semestre ,Satisfacción,Pasar todas la materias en un semestre muy complejo ,Alivio,Graduarme en nueve semestres sin haber cancelado ni perdido ninguna materia,Decepción,Que me siento decepcionado de su actitud al no extender un plazo el cual no se pudo cumplir pero se intentó solucionar ,Alivio,Que estamos muy agradecidos por habernos ayudado a solucionar un problema que nos hubueta hecho quedar como si no hicieramos nada,Curiosidad,Que me da mucha curiosidad saber cual es el fraude y saber quien lo cometió ,Másculino,,,,,POOB,,,
10360234017,220262807,11/17/2018 08:54:14 AM,11/17/2018 09:05:33 AM,,,,,,Casi nunca,Algunas veces,Casi nunca,Casi nunca,Muchas veces,Nunca,Casi siempre,Nunca,Casi siempre,Nunca,Satisfacción,Cuendo termino los laboratorios de arsw y estan completos,Frustración,Cuando cancele calculo integtal debido a que iba muy mal y si no la cancelaba la iba a perder ese semestre..................................................................................  ....      ,Satisfacción,Quedar vinculado a una empresa para asi ya comenzar a tener ingresos y poder escalar en la empresa                    ,Frustración,Que hice el mejor esfuerzo para resolver el problema              ,Satisfacción,Que muchas gracias                                         ..                              ,Alivio,Que estoy tranquilo por que yo no le habria pasado mi trabajo a nadie          ,Másculino,,,,,,,ARSW,
10359853407,220262807,11/17/2018 12:24:15 AM,11/17/2018 12:26:34 AM,,,,,,Muchas veces,Muchas veces,Muchas veces,Algunas veces,Siempre,Casi siempre,Muchas veces,Casi siempre,Siempre,Muchas veces,Decepción,,Confusión,,Satisfacción,,Ansiedad,,Alivio,,Decepción,,Másculino,,,PIMO,MBDA,,,,
10359791917,220262807,11/16/2018 10:24:34 PM,11/16/2018 11:24:58 PM,,,,,,Algunas veces,Algunas veces,Casi siempre,Casi siempre,Algunas veces,Algunas veces,Muchas veces,Muchas veces,Muchas veces,Casi siempre,Frustración,"No recuerdo muy bien si fue la más emotiva.   Me causó frustración cuando perdí una materia del primer corte, la verdad esa materia no em gusta mucho y me frustra pensar en tener que volverla a ver. ",Confusión,"No sabía si era la carrera que quería, tenía muchos temores con la universidad, y con todo. Me generaba cierto fastidio que me preguntaran por la universidad, porque tuve que enfrentarme a cosas muy distintas, no empecé muy bien la universidad, no entendía, era tímida, el transporte era terrible, entre otras cosas. No sabía si seguir, cambiar de carrera, cambiar de universidad o no estudiar. ",Disfrute,"Disfrute y alivio de saber que superé mis temores, que logré algo que al inicio lo veía tan difícil. No quisiera sentir temor por lo que después vendrá (pero es probable >.",Ansiedad,"Sentiría mucha ansiedad, porque estoy contra el tiempo, pero por lo regular pienso en lo peor que podría pasar, y lo comparo con algo mucho peor, para animarme un poco, además miraría consecuencias y que tan grave es el no solucionar el error. Sin embargo esa situación creo que me generaría angustia.",Alivio,Un alivio inmenso después de solucionar algo que se veía muy difícil y más aún por el tiempo.,Ansiedad,"Por lo regular éstas situaciones me generan ansiedad y miedo, aunque no hago copia, y he sido consciente de que no es por mi, porque precisamente me genera miedo que lo vean haciendo copia a uno. Pero me genera ansiedad la reacción del profesor, y las medidas que se vayan a tomar.",Femenino,,,,,,PDSW,,
10359724746,220262807,11/16/2018 09:42:52 PM,11/16/2018 09:54:40 PM,,,,,,Muchas veces,Muchas veces,Casi nunca,Algunas veces,Casi siempre,Casi nunca,Algunas veces,Algunas veces,Algunas veces,Casi nunca,Satisfacción,recuperar en el segundo corta la nota de una materia,Ansiedad,presentar el examen de esa materia ya que estaba muy nervioso,Satisfacción,presentar un buen proyecto de grado y que este ayude a la comunidad,Frustración,le expresaríamos la situación en la que nos encontrábamos describiéndole los problemas para que el nos de su ayuda y si concede un plazo poder presentar el trabajo en su totalidad,Alivio,le diríamos que su ayuda fue muy importante para nosotros ,Confusión,que estoy seguro que es imposible porque simplemente el trabajo lo realice individualmente ,Másculino,,,,MBDA,,,,
10359123026,220262807,11/16/2018 03:12:39 PM,11/21/2018 01:57:04 PM,,,,,,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Casi nunca,Casi nunca,Frustración,En un parcial no me salían las cosas y tuve un problema con un profesor.,Decepción,En una materia que me gustaba mucho me fue mal y yo creí que me iba a ir mejor porque de verdad me interesaba mucho,Satisfacción,"graduarme y conseguir un trabajo, darme cuenta de que valió el esfuerzo.",Alivio,Porque ya no hay nada que hcaer y no tengo por que más perocuparme,Alivio,que siento alivio porque podré acabar y mejorar mi nota considerablemente.,Temor,tendria miedo porque puede tener consecuencias graves así no lo haya hecho realmente,Másculino,,,,,,PDSW,,
10359040615,220262807,11/16/2018 02:37:12 PM,11/16/2018 03:17:03 PM,,,,,,Casi siempre,Algunas veces,Muchas veces,Algunas veces,Casi siempre,Siempre,Algunas veces,Siempre,Casi nunca,Casi nunca,Satisfacción,"Sentí algo de satisfacción al haber clasificado para competir en la maratón nacional de programación. No tengo confianza en mi mismo y para participar en esta competí con gente que considero mejor que yo en este ámbito. Pienso que este fue el momento ""Más emotivo"" en el contexto académico.  ",Frustración,"Siento que nunca me esfuerzo lo suficiente en las cosas. Basados en esta afirmación nunca estoy conforme con los resultados. es común que a veces me cuestione sobre mis capacidades, llegando a la conclusión de que soy incapaz y sentirme muy mal. Pocas veces suelo relacionarme con las demás personas, al menos no más allá de lo académico.",Satisfacción,Ojalá pueda sentir la satisfacción de haber logrado mi objetivo a pesar de todos los obstáculos.,Ansiedad,"Le intentaría explicar la situación y las cosas que llevaron a tener tan incompleta la entrega. Sí acepta pues le agradecería, pero si no, comprendería que está en su derecho de no aceptar. En este tipo de situaciones no soy muy insistente.",Alivio,"Le daría las gracias por haberme ayudado (si le tengo confianza, le digo que después le doy una empanada o algo así), además de comentarle la situación tan espantosa que había vivido y de lo que me acaba de salvar.",Confusión,"Le cuestionaría acerca del asunto. Intentaría que me dijera la verdad antes de acercarme a la oficina. En los proyectos es muy común (Al menos en ingeniería de sistemas) que la colaboración entre los diferentes grupos sea amplia. Sí me dice que no hizo copia, pues confiaré en el. si me dice que si la hizo, me ofendería  pero sinceramente no sabría que decir o que hacer, es una situación muy grave.",Másculino,,,,,,PDSW,,
10357202284,220262807,11/15/2018 10:11:17 PM,11/15/2018 10:29:47 PM,,,,,,Casi nunca,Algunas veces,Algunas veces,Casi nunca,Siempre,Casi nunca,Muchas veces,Casi nunca,Muchas veces,Casi nunca,Alivio,"Después de entrega de notas siento demasiado alivio, independientemente del resultado.",Confusión,El primer  semestre no estaba muy seguro si había tomado la decisión correcta frente a mi carrera.,Disfrute,"Entregando mi proyecto o realizando mis practicas, esa es la idea, disfrutar.",Frustración,"Cuando no puedo resolver el trabajo en el tiemplo establecido siento que he fracasado un poco, me da un poco de frustración.",Satisfacción,"Usualmente cuando me encuentro en una situación así, siento mucha ansiedad y obvio ciertas cosas,este caso no lo he presenciado antes, pero si un compañero encuentra el error me daría alivio y satisfacción.",Frustración,"Me paso una vez, fue con un programa muy sencillo, demasiado diría yo (tenia que invertir un numero),  y realmente no había echo copia, fue un momento muy triste en mi vida porque no me creían, pensé en dejar la carrera, lo importante es la voluntad que se debe tener en esas situaciones y seguir adelante.",Másculino,,,PIMO,,,,,
10357158975,220262807,11/15/2018 09:40:49 PM,11/15/2018 10:34:26 PM,,,,,,Muchas veces,Algunas veces,Casi siempre,Algunas veces,Casi siempre,Casi nunca,Muchas veces,Algunas veces,Muchas veces,Muchas veces,Satisfacción,clasificar a la maratón nacional de programación y posteriormente a la maratón regional,Decepción,no lograr  ningun problema en un parcial practico de programacion,Disfrute,Lograr algún reconocimiento por el desempeño en la carrera,Ansiedad,estoy frustrado por no lograr resolver el problema y me gustaria una explicacion que me ayudara a resolverlo o mas tiempo para poder pensarlo mejor,Alivio,estoy agradecido porque faltaba muy poco para la entrega y seguramente no hubiera encontrado el error,Confusión,no entiendo que pudo haber encontrado si hice mis trabajos sin acudir a los de otros compañeros,Másculino,,,,MBDA,,,,
10356827596,220262807,11/15/2018 06:16:09 PM,11/15/2018 06:28:07 PM,,,,,,Muchas veces,Casi nunca,Casi siempre,Muchas veces,Muchas veces,Muchas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Satisfacción,Pasar el parcial de segundo tercio de cálculo diferencial,Frustración,"En el parcial de física mecánica , no entendí los temas explicados por la profesora",Satisfacción,Pasar todas las materias que estoy viendo este semestre,Decepción,"Que ayude a los estudiantes , uno no nace aprendido y no logra nada dándonos mala nota la idea es aprender, no perder.",Ansiedad,"Gracias, le debemos una cuando necesites ayuda en algo me dices.",Ansiedad,"No sé que hacer, cómo hago para que no me hechen, la profesora tiene pruebas de copia.",Másculino,,,PIMO,,,,,
10355985362,220262807,11/15/2018 12:45:29 PM,11/15/2018 12:52:48 PM,,,,,,Muchas veces,Algunas veces,Casi siempre,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Aburrimiento,"Al cencelar una materia por segunda vez , y ver que no he podido progresar respecto a eso ",Decepción,Cuando perdí una materia 2 veces y pensé que no podria seguir ,Alivio,Al saber que pase todas las materias de los semestres y podré graduarme ,Frustración,"Que deberia ser un poquito más consciente de la situación , dado que no es por falta de interés sino por dificultades con los temas.",Alivio,"Que gracias , que nos ayudó a salvar esa nota , que Dios lo bendiga.",Ansiedad,Le diría que ahora el profesor se volverá más exigente y riguroso en la calificación,Femenino,,,PIMO,,,,,
